ID,LotSize (sq ft),Bedrooms,Bathrooms,Price ($),YearBuilt,Neighborhood,Latitude,Longitude
524,10568,,3.4323673728043116,327771,,Downtown,34.136495,-117.581903
525,large,,1.7172944708923306,113024,,Outskirts,,-117.751582
526,,6,2.5,,,Downtown,,-118.466054
527,,2,,,,Downtown,,
528,8320,2,,244940,,,34.318237,-117.826508
529,,,2.521249645779836,286862,19xx,Midtown,,-117.857843
530,,,3.0801083511959075,?,,Outskirts,34.226069,
531,,Three,2.5,,19xx,Downtown,34.199343,-117.733075
532,,Three,2.5,508289,19xx,Uptown,,-118.662688
533,8215,,3.950690831646011,?,2009,Midtown,,
534,large,4,1.049791705790382,357551,,Uptown,34.493726,
535,,Three,3.203308436751136,,,,33.513634,
536,,2,,,1965,Suburbs,,
537,8751,4,,,19xx,Uptown,34.784579,
538,,,1.1111597960733888,794091,19xx,Downtown,,-118.430057
539,large,6,,248679,,Outskirts,,
540,,Three,2.5,,19xx,Downtown,,
541,large,Three,,588408,,Uptown,33.643079,
542,6476,Three,2.2768996105380035,272405,,Midtown,33.910409,-118.903557
543,,,2.5,?,19xx,Midtown,33.963973,-117.640472
544,large,,3.7180831637054466,170069,1970,Outskirts,34.250798,
545,large,,2.5,443113,19xx,Outskirts,34.694948,-118.699648
546,,Three,,,,,,
547,,Three,2.5,?,,Outskirts,34.382945,-118.959302
548,large,Three,1.9446677446784328,?,1978,Outskirts,34.697647,-118.435145
549,,Three,2.5,720882,19xx,Midtown,,
550,10164,,1.0705514244591525,?,1995,Downtown,,
551,8863,,,?,19xx,Suburbs,,
552,,Three,,171963,2005,Suburbs,34.308572,
553,10338,Three,2.5,?,19xx,Midtown,,-118.44998
554,,,2.585101070605625,,,Outskirts,34.718483,-118.218968
555,large,2,,,1910,Midtown,33.958782,
556,6758,1,3.1284857687194583,,19xx,,34.131946,
557,,Three,2.902874048778722,?,19xx,Uptown,33.818889,
558,,,2.5,?,19xx,Uptown,,
559,,Three,,?,1927,Uptown,34.21184,-118.077669
560,,,2.5,401706,1904,Outskirts,34.765538,-117.915615
561,,Three,2.5,,19xx,Midtown,,
562,,Three,2.5,,1954,Uptown,34.475284,
563,large,4,,372492,,Outskirts,,
564,,,2.5,304724,2000,,33.566102,-117.535522
565,6311,Three,2.5,?,,Midtown,34.785382,
566,,Three,,,,Outskirts,34.07947,-118.220794
567,large,1,1.1743371783774788,,,Uptown,,
568,8641,4,2.5,?,19xx,Uptown,,-118.871514
569,,,2.351996101390148,?,1995,,34.712296,-118.829929
570,8444,,1.6727628902771352,565808,,Downtown,,
571,9506,,2.5,?,2005,Downtown,34.490235,
572,large,,,,19xx,Uptown,,
573,11397,,1.7075324569282642,?,19xx,Outskirts,34.474345,
574,large,,2.5,?,19xx,Suburbs,,
575,6407,Three,,596610,,Suburbs,,
576,large,5,,200000,19xx,,33.793556,-117.520788
577,large,,,,19xx,Midtown,,
578,10034,,,?,,Downtown,33.808762,
579,4889,,2.5,?,,Uptown,,
580,,,2.5,615546,19xx,Downtown,34.404011,-117.520644
581,,Three,3.9356893035183136,275386,19xx,Suburbs,,
582,,Three,2.5,774295,1930,Downtown,,
583,4566,6,3.751877855810343,?,,Uptown,34.025786,-117.994681
584,large,,,,1909,Uptown,33.862905,-118.489056
585,6731,,2.5,,1985,Uptown,,
586,7586,,1.74684801981304,,19xx,Downtown,33.827266,
587,,,3.4085863684288924,279701,,Uptown,,-118.377584
588,,,2.5,231443,,Downtown,34.070677,-117.973767
589,,2,3.296525403006257,?,,Downtown,33.999794,
590,11593,,,623893,2010,Midtown,,
591,9917,1,2.5,,1935,Outskirts,33.713131,-118.434754
592,11681,,2.5,?,,Downtown,34.591828,-118.752178
593,large,Three,,?,,Uptown,33.907117,
594,,,,354787,,Suburbs,,
595,8466,1,2.5,?,1929,Uptown,33.661537,
596,large,,,392429,19xx,Downtown,33.701008,
597,6005,3,2.085223518943978,?,,Downtown,34.68178,
598,large,,2.746148165200397,,,Uptown,34.634635,
599,,4,2.5,590360,,,34.128809,-118.977201
600,,5,2.8770907975722757,271255,,Midtown,,
601,large,,2.5,591665,19xx,Outskirts,,
602,,Three,2.5,531789,2022,Suburbs,,
603,7825,2,2.5,608976,19xx,,34.765052,-117.74153
604,8978,,,708461,19xx,,34.205154,-118.02503
605,6877,Three,,?,19xx,Midtown,,-117.898199
606,large,2,,331769,1906,Suburbs,34.346196,-118.251571
607,9695,Three,3.8508978063108357,?,,Midtown,33.599285,-118.504454
608,large,,2.961790840226824,?,19xx,Downtown,33.549071,-118.083133
609,,3,1.084311667632107,492247,2010,Suburbs,33.554641,
610,,,2.8396046436545093,,19xx,Outskirts,33.853099,
611,large,,2.4206492777467488,,,Uptown,34.074939,-117.730641
612,large,,1.0069615590044956,521504,1924,Downtown,33.811844,
613,large,Three,,,1932,Midtown,34.135253,-118.842797
614,,Three,1.7533648671051603,340591,,Suburbs,,-118.725303
615,large,,,727402,19xx,,,-117.61111
616,,Three,3.9207415334774707,773692,1985,,33.59352,
617,large,,,110992,1976,Midtown,,
618,,Three,3.386421831713348,,1981,Midtown,,
619,,1,2.177833619132822,717421,19xx,Downtown,34.027792,
620,large,,,?,1989,Suburbs,34.566676,-118.907903
621,large,2,1.405991911872647,490285,,Uptown,34.509653,-118.954553
622,,Three,,?,,Midtown,34.554134,-117.523525
623,7428,,2.5,?,,,,
624,large,Three,2.5,366051,,Downtown,33.840188,-118.925623
625,,Three,,701754,1996,Outskirts,34.390571,-118.601717
626,5777,,,,19xx,Uptown,34.625186,
627,,Three,2.5,?,,,,-117.521912
628,,5,2.5,?,,Downtown,34.668722,-117.54603
629,6801,,,538268,1988,Uptown,34.335911,-117.97055
630,7587,4,2.5,,19xx,,,
631,large,,,,19xx,Downtown,34.556385,
632,4281,Three,2.265665737400672,662749,,Downtown,,-117.744291
633,,2,,788199,2016,Midtown,,
634,6682,,,116959,,Downtown,34.405951,
635,8755,2,1.1461072021353973,?,19xx,Midtown,34.235692,-117.616636
636,large,,,,19xx,Downtown,33.557782,
637,4621,,2.5,462037,1938,Uptown,34.586688,-118.620107
638,large,6,,,,Midtown,,-117.968687
639,6123,5,2.5,,19xx,Downtown,,-117.616998
640,,Three,2.5,,,Suburbs,,
641,large,Three,,,19xx,Downtown,,
642,5346,Three,2.687377828019364,,,Uptown,,-117.997135
643,large,2,2.5,?,,Midtown,,-118.363608
644,large,Three,,151818,1901,,34.438373,-117.563637
645,large,Three,,?,1927,Uptown,34.074548,-117.988971
646,5626,Three,2.5,106984,19xx,Downtown,34.349456,
647,large,,,382432,19xx,Outskirts,34.258372,-118.443673
648,7863,Three,2.581227881571947,?,,,,-117.871378
649,,6,1.5223656330030217,,,Midtown,34.420128,
650,large,Three,2.5,?,19xx,,34.508021,-118.530542
651,,3,,?,2002,Midtown,,-117.821973
652,large,Three,1.8165216510885442,?,,Downtown,,
653,,,,722944,,Suburbs,34.209541,-118.606344
654,large,,2.5,,1930,Uptown,,
655,large,4,1.3351277785969669,,,Outskirts,33.918635,-118.448468
656,large,,3.8499698298624807,,19xx,Midtown,34.263056,
657,,Three,,,1942,,,-118.150855
658,large,4,2.5,?,,Downtown,,
659,large,,3.8897249037241166,?,19xx,Outskirts,,-117.743923
660,large,,3.2721009337007922,?,,Outskirts,34.200734,
661,5283,Three,,,,Uptown,34.141779,
662,11430,4,3.523571577637326,?,,Uptown,33.894017,-117.918173
663,,,2.5,?,,Suburbs,,-117.646869
664,7059,,2.5,?,,Downtown,,
665,9846,Three,2.5,?,,Uptown,,-118.679394
666,5389,5,,,,Uptown,,-118.543917
667,10791,2,,511184,1904,Suburbs,,-118.716502
668,large,Three,3.557983869223115,?,1987,Uptown,,-118.279447
669,,4,2.279264321930433,?,19xx,Suburbs,,-118.257863
670,,,3.029834498121563,?,,Suburbs,,-117.978285
671,large,,,?,2007,Midtown,,-117.660932
672,,,1.974000001188056,571141,,Outskirts,34.628392,-117.906965
673,,3,2.5,609838,19xx,,34.531723,-117.913782
674,large,Three,2.5,?,19xx,Midtown,,
675,5956,Three,3.6302668510476286,?,,,34.40414,
676,9716,,,509925,,Downtown,,
677,,,2.5,484649,19xx,,,-117.698039
678,large,5,1.5623135933913903,,1904,Outskirts,33.788329,
679,,Three,3.5674447314909155,,1932,Suburbs,,-118.45013
680,,,2.5,,1942,,34.003153,
681,,3,1.8623078840608125,,1916,Midtown,33.714056,
682,4787,3,2.5,?,1985,,,
683,5689,1,2.3326217158457125,?,,Downtown,,
684,10857,5,1.3421586001570036,706247,,,,-117.773149
685,large,,,?,1915,Suburbs,33.91983,-117.595625
686,11174,Three,2.2185535001197945,?,,Outskirts,34.496639,
687,5633,5,,?,2021,Midtown,,-118.624201
688,large,6,2.5,,,Uptown,,
689,,Three,,?,19xx,Outskirts,34.566548,
690,large,,2.802226797267424,,19xx,Midtown,34.110338,
691,9616,,2.5,794502,,Midtown,,-117.801084
692,large,,,?,19xx,Uptown,33.851895,-117.657536
693,large,,2.2223366972221936,,1976,Downtown,,-118.943676
694,,5,1.3406373845347814,713676,1944,,33.538596,
695,,,,?,1955,,34.499397,-118.337513
696,11443,,1.9696716980524163,,1977,,,
697,large,5,3.3243926358920137,?,19xx,Suburbs,34.253875,
698,5787,,2.5,,,Uptown,34.752951,
699,5662,4,2.5,,,Downtown,34.54245,
700,6728,2,2.5,,19xx,Outskirts,33.962867,
701,large,3,3.7740252375322134,?,,Uptown,34.545037,-118.158805
702,,Three,2.5,,1930,,33.977129,-118.069995
703,8311,Three,1.4399581821039207,279383,2010,Downtown,34.747847,
704,5329,Three,2.5,198437,19xx,Midtown,33.748128,
705,6018,,3.4132062370261487,?,19xx,,,-118.766617
706,large,Three,3.717720197097519,,19xx,Suburbs,34.343199,-117.829012
707,large,,,224951,,Suburbs,34.258894,-117.885188
708,,2,3.9822165783559216,,1906,Suburbs,34.470363,-118.954874
709,10863,,2.783392678635969,?,19xx,Suburbs,34.609921,-118.148513
710,,Three,2.5,,19xx,Downtown,,-117.966756
711,large,Three,,,1913,Midtown,,
712,large,5,,194330,19xx,Downtown,34.112116,
713,large,2,1.6966802281770574,397662,2023,,33.815363,
714,,Three,3.1640589759510065,787114,19xx,Suburbs,,
715,9797,,,,1926,Midtown,,
716,5474,,1.158541028087451,510608,1996,Outskirts,,-117.600162
717,,3,2.8433004111883036,?,,Uptown,33.942674,
718,large,,3.9552290717986924,,19xx,Midtown,,-118.834271
719,6642,5,,,,Midtown,33.597361,
720,,4,3.721901888711291,345616,19xx,Suburbs,33.778109,
721,5075,1,2.3304950426454885,?,19xx,Downtown,34.026225,
722,,1,3.543465450658832,520008,19xx,,,
723,9149,Three,2.0013433677154655,,1917,,,-117.975402
724,11163,,,,,Downtown,,-117.69094
725,large,4,3.9419401345019587,,1973,,34.774738,-118.828505
726,large,5,,?,19xx,Midtown,,-117.583387
727,7149,,2.5,411947,1942,Downtown,34.650428,-118.973809
728,large,Three,2.5,351403,,Midtown,34.166875,
729,large,Three,,?,,Outskirts,,
730,4775,3,2.5,387287,19xx,,,
731,7966,,2.5,,19xx,Outskirts,,
732,,4,2.5,792668,1946,Uptown,34.222099,
733,5741,3,1.2172110634364244,,,Suburbs,33.601151,
734,,,2.5,?,1994,Uptown,,-118.077562
735,4478,Three,2.5,,19xx,,33.903227,-118.066926
736,large,4,1.803894150708993,?,1980,Uptown,33.921002,
737,large,Three,,?,19xx,Uptown,,-118.57097
738,,1,2.5,,,Downtown,,-118.511864
739,large,,,500020,19xx,Outskirts,,
740,,,1.8926922277689222,222933,19xx,Uptown,,
741,large,1,2.5,?,19xx,Midtown,33.698353,-118.341276
742,5306,,2.5,?,,Outskirts,34.731922,
743,large,,2.53319197078077,618047,,Suburbs,,-118.702101
744,4557,Three,1.6255571809769735,,19xx,Downtown,,
745,large,6,,?,,Downtown,,-117.665845
746,,,,,19xx,Suburbs,34.342816,
747,8187,Three,2.5,165116,,Downtown,,
748,,4,3.817877413829029,600567,,Uptown,,
749,,,,,,Outskirts,,
750,6755,,,,,,,-118.384321
751,large,2,1.732405112043378,557223,1902,Midtown,,-117.707201
752,11193,1,2.5,,1970,,,-118.470837
753,11938,,2.5,,,Outskirts,,
754,,4,2.5,?,,Downtown,34.624013,-117.842729
755,large,Three,,,,Midtown,34.467137,-118.233061
756,large,Three,2.5,,1916,Suburbs,,-118.823815
757,large,2,2.5,391874,,Outskirts,,-118.803322
758,large,4,2.5,,2002,Outskirts,34.367474,-118.556459
759,large,1,3.186643739692449,583019,,,,
760,,Three,1.9863085428953038,,1914,Downtown,,-117.957307
761,large,,2.5,558694,19xx,Outskirts,,-117.992162
762,large,Three,,,,Outskirts,,
763,large,1,,?,,Downtown,34.143355,
764,7611,Three,2.5,497371,1920,Downtown,34.300767,
765,,,2.5,353159,1937,Uptown,34.011192,
766,6296,Three,3.506124654036738,,,Outskirts,,-118.048392
767,large,Three,1.9443315633679394,758832,,Midtown,33.622842,-117.923361
768,,3,,,,Suburbs,34.225735,
769,large,,2.5,298041,19xx,Outskirts,34.238457,
770,large,,2.2541962117601484,622343,,Downtown,33.51429,-118.776199
771,large,,2.5,,19xx,Suburbs,,-118.426503
772,large,Three,,?,19xx,Uptown,33.51247,-118.810967
773,,,1.1313429971963729,,,,,-118.228095
774,large,Three,3.8620901713158817,?,,Outskirts,,
775,,2,2.4657624023797515,?,,Downtown,33.55772,
776,large,3,2.5,?,1974,Midtown,34.328597,
777,,,2.5,,,Downtown,,-118.620832
778,,3,2.5,,19xx,Outskirts,34.763742,
779,4181,,1.3947693552004217,,,Outskirts,,-118.657272
780,large,Three,3.9740887181297713,?,,Midtown,,
781,9946,,2.9443688463944677,?,19xx,Midtown,34.429738,
782,6385,Three,2.1001840552241986,?,,Downtown,33.999725,
783,large,3,2.5,390311,1983,Downtown,34.715533,-118.817912
784,large,4,1.0012726145633568,?,2012,Midtown,34.026066,-117.961681
785,large,Three,,?,1909,Outskirts,,
786,10024,Three,3.1077681715296617,461733,19xx,Outskirts,,
787,large,2,,?,,Downtown,34.717933,
788,10104,,2.5,109817,1917,Downtown,,-118.361079
789,large,1,,?,1948,,34.662285,-118.48104
790,11276,,2.904825118092042,628061,1915,Uptown,,-118.603421
791,large,,,581659,,Suburbs,,
792,10030,6,2.5,459111,1915,Midtown,33.688119,
793,,,,149849,1958,,33.783833,-117.846379
794,large,3,2.5,428338,1909,Outskirts,33.696292,
795,large,Three,3.084596826653812,?,1993,Downtown,33.670502,-118.839825
796,large,4,2.5,758727,,Downtown,,-118.789639
797,,,2.5,421992,1954,Downtown,,
798,large,,,?,19xx,Midtown,,
799,11325,,3.327098288693558,558399,,Suburbs,,-118.273604
800,8555,6,1.2852303901121707,?,,Downtown,,
801,7130,Three,2.5,,,Uptown,,-118.626665
802,8880,,,?,19xx,Uptown,34.152796,
803,large,3,2.3643089784845683,?,,Midtown,,-117.882815
804,7893,,2.5,520447,1983,Outskirts,,
805,9409,,1.5015822368538263,668420,,Suburbs,,
806,6447,,,,,Midtown,,
807,4820,3,2.5,,1914,Suburbs,,-117.924198
808,large,,2.5,?,19xx,Uptown,,
809,large,1,2.5,320400,1996,Uptown,33.614424,-118.098166
810,large,,2.5,?,,,,-118.470305
811,large,,2.5,?,19xx,Suburbs,34.573266,
812,large,1,,?,19xx,Outskirts,34.587721,-117.695366
813,,,,475305,19xx,Suburbs,34.704677,-118.925066
814,11700,,2.481484542709582,,19xx,,,-118.228946
815,7864,6,2.4448036631788055,508409,19xx,Outskirts,34.54129,-118.30027
816,large,,,,,Outskirts,34.077608,-117.970218
817,,,,?,,,,-118.299022
818,,,2.8271016440119348,,,Downtown,,
819,large,,2.5,,1917,,,
820,8551,Three,1.0215409999970377,285314,1963,,34.490889,-117.842532
821,large,,2.5,?,19xx,Suburbs,,-118.794296
822,,2,1.2628348952267,,19xx,Uptown,34.763449,-117.837937
823,,Three,3.996224704779014,?,19xx,,34.514816,-118.527313
824,7397,,2.5,,19xx,Midtown,33.872199,
825,,6,3.328696451328712,,19xx,Suburbs,34.167977,-118.815426
826,large,Three,,436068,1903,Suburbs,33.772674,-118.930644
827,large,Three,1.9344323606325586,,1908,Midtown,,
828,large,,2.5,410348,19xx,Uptown,,
829,,Three,2.5,437396,,Outskirts,,
830,,,,?,2001,Uptown,,
831,5016,,2.5,?,,Downtown,34.406497,
832,10115,3,2.5,?,19xx,Outskirts,34.13854,
833,9697,Three,2.5,?,19xx,Downtown,33.961367,
834,6233,6,,?,19xx,Uptown,,
835,,Three,,679984,2013,Outskirts,,
836,large,Three,3.1627463912920826,,,Midtown,33.803502,
837,,,3.0118406845247456,?,19xx,Midtown,34.323825,
838,5206,Three,1.6186752847751729,,19xx,Outskirts,34.22582,-118.719759
839,,Three,2.5,?,,,34.0845,-118.849984
840,large,Three,2.5,,,,34.335217,-118.507026
841,large,Three,2.5,743128,1996,Uptown,,-118.455351
842,large,1,2.5429005856817914,384869,19xx,Downtown,,
843,,Three,2.5,,19xx,Downtown,34.086402,-117.922932
844,large,Three,2.5,,,Downtown,34.345285,-118.389657
845,,1,2.1793896364433882,?,,Midtown,,-117.556776
846,,Three,,,1923,,34.461076,
847,large,,,,19xx,,,-117.930292
848,9012,2,3.9494499733308746,?,1993,Midtown,33.934665,-118.284753
849,large,2,2.5,,1986,Midtown,,
850,,5,,320100,1987,Uptown,33.953541,
851,8146,6,2.715139091086436,294957,,Outskirts,,-118.925836
852,11878,Three,1.7861960946108513,103358,,,34.214628,-118.810471
853,9894,6,1.0759268478800648,155517,1919,Midtown,,
854,7569,Three,,660986,,Outskirts,34.222979,
855,,,,?,19xx,,,
856,,Three,,268142,1979,Suburbs,34.486866,
857,4711,Three,2.5,673643,,Outskirts,,
858,8298,,,324912,,Downtown,33.926743,-118.221315
859,,Three,3.088283259339238,,,Outskirts,34.494555,
860,large,,1.0007039543825993,?,19xx,Downtown,34.026914,
861,11949,Three,1.6085508830610404,487192,,Uptown,,-118.794436
862,large,1,2.5,,1982,Outskirts,,-118.441138
863,large,2,2.547574383039976,,1924,Outskirts,,
864,large,1,2.5,?,19xx,Uptown,33.888283,-118.826273
865,,,,616690,19xx,Uptown,33.735726,
866,large,,2.5,,1989,,,-117.571796
867,11407,5,2.5,408264,19xx,Suburbs,34.323163,-118.676043
868,5827,Three,1.1473765442525172,426135,,Downtown,,
869,large,,2.9868098081467966,153078,19xx,Suburbs,,
870,large,Three,3.8462277722482088,,,Midtown,,-117.543052
871,10845,,,559782,19xx,,34.336345,-118.844139
872,large,4,1.176721996637532,466337,,Uptown,,
873,11703,1,2.5,,19xx,Outskirts,34.554146,
874,7065,4,2.5,499498,,Downtown,34.185612,
875,large,Three,,?,1912,,33.772312,
876,6209,6,,?,,Midtown,33.74665,
877,,Three,,,,,34.795516,
878,large,4,,?,1974,Outskirts,,
879,6864,3,2.5,246659,19xx,Midtown,,-117.563418
880,8584,4,3.249966797146645,?,,Midtown,34.450849,
881,large,Three,,?,19xx,Downtown,,-118.160941
882,4623,,1.2014330474636283,403479,,Outskirts,34.119818,
883,10290,6,2.3353602773057385,395215,19xx,Outskirts,,
884,large,1,2.5,?,1924,Downtown,,-118.820472
885,,,3.5394890917099437,324570,,Uptown,33.95985,-117.748357
886,,,1.9690569009338024,,1959,Outskirts,34.031616,-118.022522
887,10217,Three,,517914,1999,Downtown,34.486577,
888,10141,4,2.5,,1988,Downtown,34.74894,-118.271209
889,10888,Three,,?,1997,,33.936006,-118.45591
890,4098,6,2.5,697574,,Suburbs,34.752056,
891,large,,,,1992,,34.610346,-118.558627
892,,,,,19xx,,,
893,large,Three,1.8954587476751916,721880,19xx,,,-117.588701
894,large,6,3.8579410389107065,,1935,Outskirts,,-117.998122
895,9310,6,2.5,,1941,Uptown,,-118.025606
896,large,6,,,2000,Outskirts,,-118.575703
897,large,Three,3.9200747433983816,,,,,
898,9198,,2.5,,19xx,Midtown,33.976751,-118.510096
899,large,Three,2.0487876586386533,?,1928,Uptown,34.399474,
900,10951,1,,711675,,Suburbs,34.417166,-118.838042
901,11468,Three,,,19xx,,,
902,,,3.5711591141028425,658090,1952,Midtown,,
903,6344,,3.714942587883431,,1904,Uptown,34.255668,
904,large,Three,2.5,?,1987,Midtown,,
905,,1,3.425241471165054,107133,,Uptown,33.592094,
906,large,,,?,2020,,34.222494,
907,10292,2,,738818,2021,Suburbs,33.564489,
908,large,5,2.5,?,,Downtown,34.618564,-118.284592
909,,Three,,?,,Outskirts,,-118.791509
910,,4,2.5,?,19xx,Uptown,,-117.680374
911,large,1,,?,,Outskirts,,
912,11347,1,1.1666654231772866,,,,34.51226,-118.942831
913,11281,2,3.8675702152932674,518380,,Midtown,,
914,large,Three,2.5,,1966,Outskirts,,-118.106843
915,large,Three,3.9317542438367976,?,,Downtown,33.781593,
916,large,2,3.3177627069058833,548684,,Midtown,,
917,8399,,2.5,,,,34.060705,-117.911339
918,large,,3.181170477414087,350116,,Suburbs,,
919,large,,3.9778477878477996,676522,19xx,Suburbs,,-118.822884
920,11889,Three,,?,1903,Outskirts,,-118.060936
921,9789,,,,,Midtown,,-118.774079
922,large,6,,?,,Outskirts,34.762454,-117.720635
923,,,2.5,784298,2012,Downtown,34.350304,
924,9581,,,583247,2005,Uptown,33.51819,-117.782226
925,,,,?,,Uptown,,
926,large,,1.888579088613635,?,,Suburbs,,
927,,,3.101097623606883,680423,1908,Downtown,34.051215,
928,8631,,1.4742459620972146,,1961,Midtown,34.574513,-118.951467
929,,Three,3.2772614515650003,696229,2002,Downtown,,
930,large,Three,2.5,?,2002,Uptown,,-118.410558
931,4573,,,,19xx,Suburbs,,-118.08633
932,large,Three,,,19xx,Suburbs,33.855499,
933,,2,1.455076728908135,776046,1980,Outskirts,33.772585,-118.5201
934,9004,,3.035132323813917,?,,Downtown,,
935,,,2.436461718560598,?,,,34.468499,
936,10940,Three,1.6131340803680692,?,1914,Downtown,33.549136,
937,5206,Three,2.5,620601,19xx,Downtown,,-117.605447
938,,,2.5,,19xx,,33.559906,-118.362617
939,10165,5,2.5,,,Downtown,,-118.472139
940,,,2.5,?,19xx,Suburbs,34.570824,-118.167566
941,6416,4,2.5,?,1924,Uptown,,-118.985822
942,large,3,3.030565598783194,,19xx,Outskirts,,
943,large,,1.7662442878746558,,,Suburbs,,-118.307084
944,,3,1.5599116862772355,?,1925,Suburbs,34.23638,-117.954758
945,large,5,2.5,,1940,,,
946,7489,,3.3914076256794456,,,,,
947,,,2.5,,,Suburbs,,-118.111848
948,large,,3.667282565935243,,19xx,Outskirts,33.748448,
949,large,3,2.5,587906,,Uptown,,-118.118084
950,large,Three,2.5,?,,Suburbs,,-118.863188
951,,4,1.4033839280948337,572971,,,,
952,,Three,,387236,19xx,Uptown,,-117.840404
953,,Three,2.5,,1909,Downtown,,
954,11527,,2.5,?,19xx,Downtown,33.983694,
955,large,5,3.1844044168449064,,,Outskirts,,
956,large,3,2.5,644319,,,,
957,,Three,1.9720874989457928,,19xx,Uptown,,
958,,,2.5,?,2012,Outskirts,,-118.739266
959,11426,,,,,Downtown,,
960,,Three,,239912,1900,Midtown,34.252338,
961,,3,,,1966,Suburbs,,
962,large,5,1.53103732488563,117530,19xx,,33.833137,-117.635514
963,,5,2.5,,,Midtown,,
964,large,Three,1.6744684010739257,,1972,Outskirts,,
965,,,2.5,654304,1999,Midtown,,
966,large,Three,,,19xx,Downtown,,-117.665204
967,7755,,2.5,?,1945,,,-118.066623
968,,Three,,,19xx,,,-117.853248
969,large,3,,,1954,Downtown,,
970,large,Three,,?,19xx,Midtown,34.306291,-117.799013
971,large,,2.2617027466179294,675747,,,34.196093,-118.979126
972,large,5,2.4447509421416136,,1996,Uptown,,-118.25638
973,,6,2.5,,19xx,Suburbs,,
974,,,,,19xx,Downtown,33.87908,
975,,2,,584508,1917,,,
976,,Three,1.0726130227432764,621122,2006,Uptown,,-117.80972
977,large,Three,1.4554633169902442,?,19xx,Midtown,33.701675,
978,,,2.5,?,1907,Downtown,33.60531,
979,8351,,,765686,19xx,Midtown,,
980,large,1,2.5,231458,1960,Uptown,33.924829,
981,,4,2.5,?,1955,,33.659701,
982,large,Three,2.5,,,Downtown,,-117.739223
983,,3,2.5,?,,Downtown,,-118.211416
984,4688,Three,2.5,261573,19xx,Midtown,,-118.298435
985,large,Three,,416044,,Suburbs,,
986,large,,,?,19xx,Midtown,34.327588,
987,,6,,685684,19xx,,,
988,,6,,?,,Suburbs,34.294885,
989,,3,2.3479716813036196,494546,2010,Suburbs,,
990,4771,Three,1.2195927043095525,,1968,Uptown,,-118.891345
991,large,5,2.5,?,1917,Outskirts,,-117.755082
992,large,,2.5,?,1943,Midtown,,-118.208147
993,8290,Three,,?,,,33.91387,
994,,,1.188016341315326,,1923,Suburbs,34.373059,
995,large,,,112687,19xx,Suburbs,,
996,large,,2.5,551387,,Midtown,34.095051,-118.03368
